floatID,data_center,file_path,date_time_min,date_time_max,latitude_min,latitude_max,longitude_min,longitude_max,depth_min,depth_max
13857,AO,data/atlantic/2001/09/nodc_R13857_137.nc,2001-09-02T19:11:05Z,2001-09-02T19:11:05Z,5.3870,5.3870,-25.4730,-25.4730,915.40,1037.60
13857,AO,data/atlantic/2001/09/nodc_R13857_138.nc,2001-09-13T18:44:29Z,2001-09-13T18:44:29Z,5.2850,5.2850,-25.2390,-25.2390,834.00,1037.60
13857,AO,data/atlantic/2001/09/nodc_R13857_139.nc,2001-09-24T19:08:11Z,2001-09-24T19:08:11Z,4.9740,4.9740,-24.9680,-24.9680,834.00,1037.60
13859,AO,data/atlantic/2001/09/nodc_R13859_137.nc,2001-09-03T13:09:14Z,2001-09-03T13:09:14Z,4.4900,4.4900,-30.4880,-30.4880,76.30,992.20
13859,AO,data/atlantic/2001/09/nodc_R13859_138.nc,2001-09-14T12:24:05Z,2001-09-14T12:24:05Z,4.7730,4.7730,-30.0240,-30.0240,76.30,981.40
13859,AO,data/atlantic/2001/09/nodc_R13859_139.nc,2001-09-25T13:20:10Z,2001-09-25T13:20:10Z,4.6770,4.6770,-29.8310,-29.8310,117.10,986.80
15820,AO,data/atlantic/2001/09/nodc_R15820_136.nc,2001-09-08T01:02:08Z,2001-09-08T01:02:08Z,-6.1480,-6.1480,-25.7870,-25.7870,11.30,880.50
15820,AO,data/atlantic/2001/09/nodc_R15820_137.nc,2001-09-19T00:15:35Z,2001-09-19T00:15:35Z,-5.7370,-5.7370,-26.4480,-26.4480,16.60,875.30
15820,AO,data/atlantic/2001/09/nodc_R15820_138.nc,2001-09-30T01:09:25Z,2001-09-30T01:09:25Z,-5.5410,-5.5410,-26.8440,-26.8440,11.30,875.30
1900033,AO,data/atlantic/2001/09/nodc_D1900033_001.nc,2001-09-30T21:49:18Z,2001-09-30T21:49:18Z,13.5840,13.5840,-33.1420,-33.1420,10.00,1100.00
1900034,AO,data/atlantic/2001/09/nodc_D1900034_001.nc,2001-09-30T09:03:28Z,2001-09-30T09:03:28Z,9.8010,9.8010,-29.7560,-29.7560,10.00,1250.00
19019,AO,data/atlantic/2001/09/nodc_D19019_025.nc,2001-09-07T21:37:07Z,2001-09-07T21:37:07Z,-16.4940,-16.4940,-11.1090,-11.1090,4.60,999.30
19019,AO,data/atlantic/2001/09/nodc_D19019_026.nc,2001-09-18T09:55:32Z,2001-09-18T09:55:32Z,-16.5500,-16.5500,-11.1920,-11.1920,4.40,979.10
