floatID,data_center,file_path,date_time_min,date_time_max,latitude_min,latitude_max,longitude_min,longitude_max,depth_min,depth_max
13857,AO,data/atlantic/2000/09/nodc_R13857_104.nc,2000-09-04T19:15:34Z,2000-09-04T19:15:34Z,6.1020,6.1020,-28.6560,-28.6560,11.90,996.80
13857,AO,data/atlantic/2000/09/nodc_R13857_105.nc,2000-09-15T19:38:17Z,2000-09-15T19:38:17Z,6.4130,6.4130,-28.6740,-28.6740,11.90,1017.20
13857,AO,data/atlantic/2000/09/nodc_R13857_106.nc,2000-09-26T19:50:11Z,2000-09-26T19:50:11Z,6.8590,6.8590,-28.6830,-28.6830,11.90,991.70
13859,AO,data/atlantic/2000/09/nodc_R13859_104.nc,2000-09-05T12:13:18Z,2000-09-05T12:13:18Z,3.8510,3.8510,-29.8580,-29.8580,11.10,948.80
13859,AO,data/atlantic/2000/09/nodc_R13859_105.nc,2000-09-16T11:32:01Z,2000-09-16T11:32:01Z,3.5600,3.5600,-30.1990,-30.1990,11.10,954.20
13859,AO,data/atlantic/2000/09/nodc_R13859_106.nc,2000-09-27T17:58:42Z,2000-09-27T17:58:42Z,3.6270,3.6270,-29.7650,-29.7650,11.10,959.60
15819,AO,data/atlantic/2000/09/nodc_R15819_103.nc,2000-09-08T13:21:16Z,2000-09-08T13:21:16Z,-6.4850,-6.4850,-34.5550,-34.5550,76.70,925.60
15819,AO,data/atlantic/2000/09/nodc_R15819_104.nc,2000-09-19T12:47:33Z,2000-09-19T12:47:33Z,-6.1140,-6.1140,-34.8290,-34.8290,71.60,992.70
15819,AO,data/atlantic/2000/09/nodc_R15819_105.nc,2000-09-30T13:38:05Z,2000-09-30T13:38:05Z,-5.7640,-5.7640,-34.9110,-34.9110,71.60,1018.50
15820,AO,data/atlantic/2000/09/nodc_R15820_103.nc,2000-09-10T00:05:33Z,2000-09-10T00:05:33Z,-5.1290,-5.1290,-15.6130,-15.6130,16.60,965.10
15820,AO,data/atlantic/2000/09/nodc_R15820_104.nc,2000-09-20T23:21:50Z,2000-09-20T23:21:50Z,-5.1920,-5.1920,-15.9030,-15.9030,16.60,954.50
15852,AO,data/atlantic/2000/09/nodc_R15852_102.nc,2000-09-02T07:48:09Z,2000-09-02T07:48:09Z,-7.3110,-7.3110,-18.3210,-18.3210,8.90,882.60
15852,AO,data/atlantic/2000/09/nodc_R15852_103.nc,2000-09-13T07:48:32Z,2000-09-13T07:48:32Z,-7.2330,-7.2330,-18.4120,-18.4120,3.80,887.70
15852,AO,data/atlantic/2000/09/nodc_R15852_104.nc,2000-09-24T07:53:18Z,2000-09-24T07:53:18Z,-7.3160,-7.3160,-18.6780,-18.6780,3.80,887.70
15853,AO,data/atlantic/2000/09/nodc_R15853_102.nc,2000-09-01T16:18:03Z,2000-09-01T16:18:03Z,-6.9150,-6.9150,-16.0970,-16.0970,628.10,867.20
15853,AO,data/atlantic/2000/09/nodc_R15853_103.nc,2000-09-12T12:29:45Z,2000-09-12T12:29:45Z,-6.9740,-6.9740,-15.6180,-15.6180,595.40,867.20
15853,AO,data/atlantic/2000/09/nodc_R15853_104.nc,2000-09-23T16:36:31Z,2000-09-23T16:36:31Z,-6.6620,-6.6620,-15.1280,-15.1280,617.20,878.10
31810,AO,data/atlantic/2000/09/nodc_R31810_104.nc,2000-09-07T09:11:38Z,2000-09-07T09:11:38Z,8.6300,8.6300,-37.3240,-37.3240,22.30,966.10
31810,AO,data/atlantic/2000/09/nodc_R31810_105.nc,2000-09-18T08:25:42Z,2000-09-18T08:25:42Z,8.7410,8.7410,-36.6720,-36.6720,39.10,966.10
31810,AO,data/atlantic/2000/09/nodc_R31810_106.nc,2000-09-29T08:10:29Z,2000-09-29T08:10:29Z,9.0160,9.0160,-35.9250,-35.9250,27.90,971.70
31857,AO,data/atlantic/2000/09/nodc_R31857_103.nc,2000-09-07T02:33:40Z,2000-09-07T02:33:40Z,-2.2940,-2.2940,-42.2460,-42.2460,39.80,39.80
31857,AO,data/atlantic/2000/09/nodc_R31857_104.nc,2000-09-18T01:48:48Z,2000-09-18T01:48:48Z,-2.1660,-2.1660,-42.4840,-42.4840,49.60,49.60
31857,AO,data/atlantic/2000/09/nodc_R31857_105.nc,2000-09-29T06:32:28Z,2000-09-29T06:32:28Z,-2.1140,-2.1140,-42.7980,-42.7980,39.80,39.80
31859,AO,data/atlantic/2000/09/nodc_R31859_103.nc,2000-09-05T21:05:57Z,2000-09-05T21:05:57Z,-13.2640,-13.2640,-30.7310,-30.7310,22.00,905.30
31859,AO,data/atlantic/2000/09/nodc_R31859_104.nc,2000-09-16T21:45:18Z,2000-09-16T21:45:18Z,-13.2720,-13.2720,-30.4700,-30.4700,22.00,910.70
31859,AO,data/atlantic/2000/09/nodc_R31859_105.nc,2000-09-27T21:02:11Z,2000-09-27T21:02:11Z,-13.1280,-13.1280,-30.4440,-30.4440,22.00,899.80
39009,AO,data/atlantic/2000/09/nodc_R39009_022.nc,2000-09-05T22:27:11Z,2000-09-05T22:27:11Z,-6.5640,-6.5640,-26.1130,-26.1130,4.00,1016.80
39009,AO,data/atlantic/2000/09/nodc_R39009_023.nc,2000-09-16T16:27:36Z,2000-09-16T16:27:36Z,-6.5700,-6.5700,-25.9040,-25.9040,4.00,1007.90
39009,AO,data/atlantic/2000/09/nodc_R39009_024.nc,2000-09-27T10:21:17Z,2000-09-27T10:21:17Z,-6.7180,-6.7180,-26.0320,-26.0320,4.00,1005.00
39013,AO,data/atlantic/2000/09/nodc_R39013_022.nc,2000-09-11T15:30:20Z,2000-09-11T15:30:20Z,-2.7530,-2.7530,-26.6700,-26.6700,4.00,1010.20
39013,AO,data/atlantic/2000/09/nodc_R39013_023.nc,2000-09-22T09:41:33Z,2000-09-22T09:41:33Z,-2.3750,-2.3750,-26.6910,-26.6910,4.00,1002.80
39016,AO,data/atlantic/2000/09/nodc_R39016_022.nc,2000-09-11T08:56:06Z,2000-09-11T08:56:06Z,-2.1830,-2.1830,-19.3670,-19.3670,4.00,1004.90
39016,AO,data/atlantic/2000/09/nodc_R39016_023.nc,2000-09-22T03:11:14Z,2000-09-22T03:11:14Z,-2.5400,-2.5400,-18.3570,-18.3570,4.00,1002.50
39017,AO,data/atlantic/2000/09/nodc_R39017_022.nc,2000-09-08T03:35:46Z,2000-09-08T03:35:46Z,3.9110,3.9110,-23.0840,-23.0840,4.00,1002.00
39017,AO,data/atlantic/2000/09/nodc_R39017_023.nc,2000-09-18T21:36:55Z,2000-09-18T21:36:55Z,3.7740,3.7740,-23.3480,-23.3480,4.00,1005.70
39017,AO,data/atlantic/2000/09/nodc_R39017_024.nc,2000-09-29T15:55:40Z,2000-09-29T15:55:40Z,3.5220,3.5220,-23.5660,-23.5660,4.00,992.20
41951,AO,data/atlantic/2000/09/nodc_D41951_001.nc,2000-09-08T18:36:11Z,2000-09-08T18:36:11Z,32.5650,32.5650,-64.2350,-64.2350,4.60,1999.20
