floatID,data_center,file_path,date_time_min,date_time_max,latitude_min,latitude_max,longitude_min,longitude_max,depth_min,depth_max
1900022,AO,data/atlantic/2004/02/nodc_D1900022_070.nc,2004-02-02T17:12:30Z,2004-02-02T17:12:30Z,25.3650,25.3650,-62.2120,-62.2120,10.00,1150.00
1900022,AO,data/atlantic/2004/02/nodc_D1900022_071.nc,2004-02-12T18:40:18Z,2004-02-12T18:40:18Z,25.6290,25.6290,-62.1030,-62.1030,10.00,1150.00
1900022,AO,data/atlantic/2004/02/nodc_D1900022_072.nc,2004-02-22T18:28:37Z,2004-02-22T18:28:37Z,25.2180,25.2180,-62.6670,-62.6670,10.00,1150.00
1900037,AO,data/atlantic/2004/02/nodc_D1900037_079.nc,2004-02-08T12:08:52Z,2004-02-08T12:08:52Z,32.1360,32.1360,-30.4750,-30.4750,10.00,900.00
1900037,AO,data/atlantic/2004/02/nodc_D1900037_080.nc,2004-02-18T13:22:15Z,2004-02-18T13:22:15Z,32.5640,32.5640,-30.9690,-30.9690,10.00,900.00
1900037,AO,data/atlantic/2004/02/nodc_D1900037_081.nc,2004-02-28T13:02:52Z,2004-02-28T13:02:52Z,32.8280,32.8280,-31.1260,-31.1260,10.00,900.00
1900039,AO,data/atlantic/2004/02/nodc_D1900039_079.nc,2004-02-09T07:53:27Z,2004-02-09T07:53:27Z,34.8240,34.8240,-49.7860,-49.7860,10.00,900.00
1900039,AO,data/atlantic/2004/02/nodc_D1900039_080.nc,2004-02-19T13:00:18Z,2004-02-19T13:00:18Z,34.2740,34.2740,-50.3050,-50.3050,10.00,900.00
1900039,AO,data/atlantic/2004/02/nodc_D1900039_081.nc,2004-02-29T12:34:15Z,2004-02-29T12:34:15Z,34.3600,34.3600,-50.2630,-50.2630,10.00,950.00
1900040,AO,data/atlantic/2004/02/nodc_D1900040_079.nc,2004-02-09T14:19:10Z,2004-02-09T14:19:10Z,31.0370,31.0370,-38.8570,-38.8570,10.00,1700.00
1900040,AO,data/atlantic/2004/02/nodc_D1900040_080.nc,2004-02-19T15:39:51Z,2004-02-19T15:39:51Z,31.0400,31.0400,-38.5480,-38.5480,10.00,1700.00
1900040,AO,data/atlantic/2004/02/nodc_D1900040_081.nc,2004-02-29T15:31:47Z,2004-02-29T15:31:47Z,30.7020,30.7020,-38.5620,-38.5620,10.00,1700.00
1900041,AO,data/atlantic/2004/02/nodc_D1900041_070.nc,2004-02-01T21:08:14Z,2004-02-01T21:08:14Z,35.5990,35.5990,-14.8530,-14.8530,10.00,850.00
1900041,AO,data/atlantic/2004/02/nodc_D1900041_071.nc,2004-02-11T22:17:15Z,2004-02-11T22:17:15Z,35.1000,35.1000,-14.9080,-14.9080,10.00,850.00
