floatID,data_center,file_path,date_time_min,date_time_max,latitude_min,latitude_max,longitude_min,longitude_max,depth_min,depth_max
1900022,AO,data/atlantic/2003/12/nodc_D1900022_064.nc,2003-12-04T13:49:42Z,2003-12-04T13:49:42Z,23.4310,23.4310,-62.9510,-62.9510,10.00,1000.00
1900022,AO,data/atlantic/2003/12/nodc_D1900022_065.nc,2003-12-14T15:02:35Z,2003-12-14T15:02:35Z,23.3650,23.3650,-62.4210,-62.4210,10.00,1000.00
1900022,AO,data/atlantic/2003/12/nodc_D1900022_066.nc,2003-12-24T16:17:31Z,2003-12-24T16:17:31Z,23.9200,23.9200,-61.5980,-61.5980,10.00,1150.00
1900037,AO,data/atlantic/2003/12/nodc_D1900037_073.nc,2003-12-10T11:31:09Z,2003-12-10T11:31:09Z,32.5000,32.5000,-31.8260,-31.8260,10.00,950.00
1900037,AO,data/atlantic/2003/12/nodc_D1900037_074.nc,2003-12-20T11:06:29Z,2003-12-20T11:06:29Z,31.6390,31.6390,-31.6040,-31.6040,10.00,950.00
1900037,AO,data/atlantic/2003/12/nodc_D1900037_075.nc,2003-12-30T12:17:29Z,2003-12-30T12:17:29Z,31.0150,31.0150,-30.9540,-30.9540,10.00,900.00
1900039,AO,data/atlantic/2003/12/nodc_D1900039_072.nc,2003-12-01T04:22:04Z,2003-12-01T04:22:04Z,34.8760,34.8760,-49.3190,-49.3190,10.00,950.00
1900039,AO,data/atlantic/2003/12/nodc_D1900039_073.nc,2003-12-11T04:08:34Z,2003-12-11T04:08:34Z,34.7410,34.7410,-49.0520,-49.0520,10.00,950.00
1900039,AO,data/atlantic/2003/12/nodc_D1900039_074.nc,2003-12-21T05:35:09Z,2003-12-21T05:35:09Z,34.3570,34.3570,-48.9000,-48.9000,10.00,950.00
1900039,AO,data/atlantic/2003/12/nodc_D1900039_075.nc,2003-12-31T05:22:49Z,2003-12-31T05:22:49Z,33.4970,33.4970,-49.0760,-49.0760,10.00,950.00
1900040,AO,data/atlantic/2003/12/nodc_D1900040_072.nc,2003-12-01T11:36:13Z,2003-12-01T11:36:13Z,30.9920,30.9920,-40.1570,-40.1570,10.00,1700.00
1900040,AO,data/atlantic/2003/12/nodc_D1900040_073.nc,2003-12-11T11:12:55Z,2003-12-11T11:12:55Z,30.5870,30.5870,-39.3290,-39.3290,10.00,1700.00
1900040,AO,data/atlantic/2003/12/nodc_D1900040_074.nc,2003-12-21T12:21:34Z,2003-12-21T12:21:34Z,30.2190,30.2190,-38.8100,-38.8100,10.00,1700.00
1900040,AO,data/atlantic/2003/12/nodc_D1900040_075.nc,2003-12-31T11:56:30Z,2003-12-31T11:56:30Z,30.0340,30.0340,-38.6420,-38.6420,10.00,1700.00
1900041,AO,data/atlantic/2003/12/nodc_D1900041_064.nc,2003-12-03T22:04:18Z,2003-12-03T22:04:18Z,36.3130,36.3130,-12.3750,-12.3750,10.00,850.00
1900041,AO,data/atlantic/2003/12/nodc_D1900041_065.nc,2003-12-13T16:54:33Z,2003-12-13T16:54:33Z,36.7340,36.7340,-13.5120,-13.5120,10.00,850.00
1900041,AO,data/atlantic/2003/12/nodc_D1900041_066.nc,2003-12-23T22:54:13Z,2003-12-23T22:54:13Z,36.7480,36.7480,-13.9920,-13.9920,10.00,850.00
1900057,AO,data/atlantic/2003/12/nodc_D1900057_039.nc,2003-12-03T23:25:56Z,2003-12-03T23:25:56Z,-30.7200,-30.7200,-16.1910,-16.1910,10.00,1100.00
1900057,AO,data/atlantic/2003/12/nodc_D1900057_040.nc,2003-12-14T03:50:11Z,2003-12-14T03:50:11Z,-30.6680,-30.6680,-16.5880,-16.5880,10.00,1150.00
1900057,AO,data/atlantic/2003/12/nodc_D1900057_041.nc,2003-12-24T09:50:46Z,2003-12-24T09:50:46Z,-30.4330,-30.4330,-16.8080,-16.8080,10.00,1150.00
1900058,AO,data/atlantic/2003/12/nodc_D1900058_039.nc,2003-12-02T04:30:08Z,2003-12-02T04:30:08Z,-35.3330,-35.3330,-13.1500,-13.1500,10.00,1250.00
